設問ID(半角英数字20文字以内)	チェック設問有無(0:無 1:有)	チェック設問の解答(F06用)	チェック設問の解答(F08用)	チェック設問の解答(F10用)	F01:ラベル	F02:ラベル	F03:リンクボタン（ＵＲＬ）	F04:ラベル	F05:ラベル	F06:セレクトボックス	F07:ラベル	F08:セレクトボックス	F09:ラベル	F10:セレクトボックス	F11:ラベル
zryq6k	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=zryq6k	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
vkwghm	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=vkwghm	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
9gqpcs	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=9gqpcs	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
vt2fxb	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=vt2fxb	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
ajw6h7	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=ajw6h7	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
7mq7jm	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=7mq7jm	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
k5e3bu	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=k5e3bu	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
vy429x	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=vy429x	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
4pqdrg	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=4pqdrg	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
jnqdm4	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=jnqdm4	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
gu5waw	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=gu5waw	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
xd9453	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=xd9453	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
b229yp	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=b229yp	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
d4uqhd	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=d4uqhd	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
e2t6h8	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=e2t6h8	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
qh7jn3	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=qh7jn3	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
db3mw8	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=db3mw8	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
n7n3jk	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=n7n3jk	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
b86pks	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=b86pks	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
dfx86p	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=dfx86p	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
hyc3hj	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=hyc3hj	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
5jc2rw	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=5jc2rw	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
sfp7nc	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=sfp7nc	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
4hb7pd	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=4hb7pd	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
eyh9fg	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=eyh9fg	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
u7jhjp	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=u7jhjp	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
ypm7d7	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=ypm7d7	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
7rzz4a	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=7rzz4a	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
drshdd	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=drshdd	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
xjfbpa	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=xjfbpa	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
u3aexf	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=u3aexf	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
6zsnyf	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=6zsnyf	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
rgkjve	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=rgkjve	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
xf27nm	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=xf27nm	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
brcpkn	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=brcpkn	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
rdz7mp	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=rdz7mp	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
zuxjet	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=zuxjet	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
qudcmj	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=qudcmj	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
4vxm44	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=4vxm44	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
54f364	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=54f364	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
h2qpm6	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=h2qpm6	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
z6359v	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=z6359v	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
ptx3jq	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=ptx3jq	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
m5sxce	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=m5sxce	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
xwncbc	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=xwncbc	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
eb466s	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=eb466s	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
pubbw4	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=pubbw4	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
g79uaj	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=g79uaj	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
qmrybf	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=qmrybf	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
zhj4k9	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=zhj4k9	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
b7amqn	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=b7amqn	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
fup44z	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=fup44z	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
g7uz69	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=g7uz69	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
gg3vsd	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=gg3vsd	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
hbux32	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=hbux32	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
8wwfzs	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=8wwfzs	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
5hh5bh	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=5hh5bh	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
ay3vrr	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=ay3vrr	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
uad53x	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=uad53x	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
zqpfdt	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=zqpfdt	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
je9e87	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=je9e87	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
ragrww	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=ragrww	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
atkmb3	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=atkmb3	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
mmy4ep	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=mmy4ep	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
q2zns3	0				ページを開き、課題を完了させてください。	課題の最後に、完了コードが表示されます。	https://kana-task.web.app/transfer_test.html?prod=1&wid=q2zns3	最後に表示された完了コードを選んでください	完了コード1文字目	0@1@2@3@4@5@6@7@8@9	完了コード2文字目	0@1@2@3@4@5@6@7@8@9	完了コード3文字目	0@1@2@3@4@5@6@7@8@9	
