ts,participant_id,worker_id,completion_code,phase,group,assign_index,assign_source,trial_index,stimulus_id,target_char,response_char,correct,modality,family,condition,gate_ms,progress_pct,is_filler,check_kind,is_catch,n_choices,rt_ms,actual_ms,actual_frames,actual_s,progress_source,base_anim_ms,ua,dpr,screen,touch,refresh_hz,audio_device,resume_count,resume_gap_s,version,config_version,is_test,q_set,replays
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,17,stim-17,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,817,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,18,stim-18,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,818,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,19,stim-19,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,819,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,20,stim-20,あ,か,FALSE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,820,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,21,stim-21,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,821,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,22,stim-22,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,822,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,23,stim-23,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,823,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,24,stim-24,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,824,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,25,stim-25,あ,か,FALSE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,825,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,26,stim-26,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,826,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,27,stim-27,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,827,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,28,stim-28,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,828,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787308516032,curltest-mt2tc8s9-trials,w,,calib,aprime,9,server,29,stim-29,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,829,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501704,curltest-mt3np27e-trials,w,,calib,aprime,9,server,0,stim-0,あ,か,FALSE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,800,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501705,curltest-mt3np27e-trials,w,,calib,aprime,9,server,1,stim-1,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,801,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501705,curltest-mt3np27e-trials,w,,calib,aprime,9,server,2,stim-2,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,802,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501705,curltest-mt3np27e-trials,w,,calib,aprime,9,server,3,stim-3,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,803,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501705,curltest-mt3np27e-trials,w,,calib,aprime,9,server,4,stim-4,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,804,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501705,curltest-mt3np27e-trials,w,,calib,aprime,9,server,5,stim-5,あ,か,FALSE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,805,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501706,curltest-mt3np27e-trials,w,,calib,aprime,9,server,6,stim-6,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,806,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501706,curltest-mt3np27e-trials,w,,calib,aprime,9,server,7,stim-7,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,807,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501706,curltest-mt3np27e-trials,w,,calib,aprime,9,server,8,stim-8,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,808,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501706,curltest-mt3np27e-trials,w,,calib,aprime,9,server,9,stim-9,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,809,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501706,curltest-mt3np27e-trials,w,,calib,aprime,9,server,10,stim-10,あ,か,FALSE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,810,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501706,curltest-mt3np27e-trials,w,,calib,aprime,9,server,11,stim-11,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,811,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501706,curltest-mt3np27e-trials,w,,calib,aprime,9,server,12,stim-12,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,812,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501706,curltest-mt3np27e-trials,w,,calib,aprime,9,server,13,stim-13,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,813,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501706,curltest-mt3np27e-trials,w,,calib,aprime,9,server,14,stim-14,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,814,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501707,curltest-mt3np27e-trials,w,,calib,aprime,9,server,15,stim-15,あ,か,FALSE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,815,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501707,curltest-mt3np27e-trials,w,,calib,aprime,9,server,16,stim-16,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,816,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501707,curltest-mt3np27e-trials,w,,calib,aprime,9,server,17,stim-17,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,817,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501707,curltest-mt3np27e-trials,w,,calib,aprime,9,server,18,stim-18,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,818,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501707,curltest-mt3np27e-trials,w,,calib,aprime,9,server,19,stim-19,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,819,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501707,curltest-mt3np27e-trials,w,,calib,aprime,9,server,20,stim-20,あ,か,FALSE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,820,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501707,curltest-mt3np27e-trials,w,,calib,aprime,9,server,21,stim-21,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,821,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501707,curltest-mt3np27e-trials,w,,calib,aprime,9,server,22,stim-22,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,822,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501707,curltest-mt3np27e-trials,w,,calib,aprime,9,server,23,stim-23,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,823,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501709,curltest-mt3np27e-trials,w,,calib,aprime,9,server,24,stim-24,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,824,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501709,curltest-mt3np27e-trials,w,,calib,aprime,9,server,25,stim-25,あ,か,FALSE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,825,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501709,curltest-mt3np27e-trials,w,,calib,aprime,9,server,26,stim-26,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,826,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501709,curltest-mt3np27e-trials,w,,calib,aprime,9,server,27,stim-27,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,827,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501709,curltest-mt3np27e-trials,w,,calib,aprime,9,server,28,stim-28,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,828,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787359501709,curltest-mt3np27e-trials,w,,calib,aprime,9,server,29,stim-29,あ,あ,TRUE,transfer_audio,fade,g1,120,55.5,FALSE,,FALSE,68,829,120,7,0.12,raf,400,node-test,2,1920x1080,FALSE,60,earphone,0,0,test,prov-2026-08-21,TRUE,,
1787381933950,kurihara-pilot2,kurihara-pilot2,6NGSZVBV3XFC,calib,aprime,11,cache,1,aprime|と|blur|calib|full,と,と,TRUE,transfer_visual,blur,calib,,50,TRUE,,FALSE,68,1473,300,36,0.486,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1352x878,FALSE,121,,0,0,3.6,prov-2026-08-21,TRUE,transfer,0
1787497051018,kurihara-pilot2,kurihara-pilot2,YBDUQSGR5ACF,calib,aprime,11,cache,1,aprime|つ|fade|calib|full,つ,つ,TRUE,transfer_visual,fade,calib,,6,FALSE,,FALSE,68,1622,67,5,0.053,linear,1000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",1,1920x1080,FALSE,75,,0,0,3.8,prov-2026-08-23,TRUE,transfer,0
1787533130333,kurihara-pilot2,kurihara-pilot2,JQZXHZCDN627,calib,aprime,11,cache,1,aprime|か|fade|calib|full,か,か,TRUE,transfer_visual,fade,calib,,6,FALSE,,FALSE,68,1097,67,8,0.058,linear,1000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1512x982,FALSE,123,,0,0,3.8,prov-2026-08-23,TRUE,transfer,0
1787381936591,kurihara-pilot2,kurihara-pilot2,6NGSZVBV3XFC,calib,aprime,11,cache,2,aprime|つ|fade|calib|full,つ,つ,TRUE,transfer_visual,fade,calib,,34,FALSE,,FALSE,68,1055,208,25,0.334,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1352x878,FALSE,121,,0,0,3.6,prov-2026-08-21,TRUE,transfer,0
1787497054047,kurihara-pilot2,kurihara-pilot2,YBDUQSGR5ACF,calib,aprime,11,cache,2,aprime|あ|wipe|calib|full,あ,あ,TRUE,transfer_visual,wipe,calib,,100,FALSE,full,TRUE,68,1234,952,46,1,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",1,1920x1080,FALSE,75,,0,0,3.8,prov-2026-08-23,TRUE,transfer,0
1787533133172,kurihara-pilot2,kurihara-pilot2,JQZXHZCDN627,calib,aprime,11,cache,2,aprime|か|fade|calib|full,か,か,TRUE,transfer_visual,fade,calib,,34,FALSE,,FALSE,68,1118,208,25,0.333,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1512x982,FALSE,123,,0,0,3.8,prov-2026-08-23,TRUE,transfer,0
1787381939718,kurihara-pilot2,kurihara-pilot2,6NGSZVBV3XFC,calib,aprime,11,cache,3,aprime|ぱ|blur|calib|full,ぱ,ぱ,TRUE,transfer_visual,blur,calib,,50,FALSE,,FALSE,68,1546,300,36,0.487,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1352x878,FALSE,121,,0,0,3.6,prov-2026-08-21,TRUE,transfer,0
1787497057093,kurihara-pilot2,kurihara-pilot2,YBDUQSGR5ACF,calib,aprime,11,cache,3,aprime|か|fade|calib|full,か,か,TRUE,transfer_visual,fade,calib,,50,FALSE,,FALSE,68,1024,307,23,0.489,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",1,1920x1080,FALSE,75,,0,0,3.8,prov-2026-08-23,TRUE,transfer,0
1787533136570,kurihara-pilot2,kurihara-pilot2,JQZXHZCDN627,calib,aprime,11,cache,3,aprime|し|wipe|calib|full,し,し,TRUE,transfer_visual,wipe,calib,,100,FALSE,,FALSE,68,1388,952,73,1,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1512x982,FALSE,123,,0,0,3.8,prov-2026-08-23,TRUE,transfer,0
1787381942758,kurihara-pilot2,kurihara-pilot2,6NGSZVBV3XFC,calib,aprime,11,cache,4,aprime|き|fade|calib|full,き,き,TRUE,transfer_visual,fade,calib,,13,TRUE,,FALSE,68,1156,133,16,0.125,linear,1000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1352x878,FALSE,121,,0,0,3.6,prov-2026-08-21,TRUE,transfer,0
1787533140366,kurihara-pilot2,kurihara-pilot2,JQZXHZCDN627,calib,aprime,11,cache,4,aprime|ぜ|blur|calib|full,ぜ,ぜ,TRUE,transfer_visual,blur,calib,,13,TRUE,,FALSE,68,1793,83,10,0.125,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1512x982,FALSE,123,,0,0,3.8,prov-2026-08-23,TRUE,transfer,0
1787381946192,kurihara-pilot2,kurihara-pilot2,6NGSZVBV3XFC,calib,aprime,11,cache,5,aprime|ぱ|blur|calib|full,ぱ,ぱ,TRUE,transfer_visual,blur,calib,,13,FALSE,,FALSE,68,1664,83,10,0.123,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1352x878,FALSE,121,,0,0,3.6,prov-2026-08-21,TRUE,transfer,0
1787533143483,kurihara-pilot2,kurihara-pilot2,JQZXHZCDN627,calib,aprime,11,cache,5,aprime|し|wipe|calib|full,し,し,TRUE,transfer_visual,wipe,calib,,6,FALSE,,FALSE,68,1344,42,5,0.056,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1512x982,FALSE,123,,0,0,3.8,prov-2026-08-23,TRUE,transfer,0
1787381949746,kurihara-pilot2,kurihara-pilot2,6NGSZVBV3XFC,calib,aprime,11,cache,6,aprime|ふ|fade|calib|full,ふ,ふ,TRUE,transfer_visual,fade,calib,,34,TRUE,,FALSE,68,1763,341,41,0.333,linear,1000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1352x878,FALSE,121,,0,0,3.6,prov-2026-08-21,TRUE,transfer,0
1787533147116,kurihara-pilot2,kurihara-pilot2,JQZXHZCDN627,calib,aprime,11,cache,6,aprime|ぬ|wipe|calib|full,ぬ,め,FALSE,transfer_visual,wipe,calib,,22,TRUE,,FALSE,68,1718,133,16,0.208,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1512x982,FALSE,123,,0,0,3.8,prov-2026-08-23,TRUE,transfer,0
1787381956414,kurihara-pilot2,kurihara-pilot2,6NGSZVBV3XFC,calib,aprime,11,cache,7,aprime|あ|wipe|calib|full,あ,あ,TRUE,transfer_visual,wipe,calib,,3,FALSE,,FALSE,68,3913,25,3,0.028,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1352x878,FALSE,121,,0,0,3.6,prov-2026-08-21,TRUE,transfer,0
1787533149942,kurihara-pilot2,kurihara-pilot2,JQZXHZCDN627,calib,aprime,11,cache,7,aprime|つ|fade|calib|full,つ,つ,TRUE,transfer_visual,fade,calib,,22,FALSE,,FALSE,68,1114,225,27,0.216,linear,1000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1512x982,FALSE,123,,0,0,3.8,prov-2026-08-23,TRUE,transfer,0
1787381959488,kurihara-pilot2,kurihara-pilot2,6NGSZVBV3XFC,calib,aprime,11,cache,8,aprime|ぱ|blur|calib|full,ぱ,ぱ,TRUE,transfer_visual,blur,calib,,3,FALSE,,FALSE,68,1289,25,3,0.027,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1352x878,FALSE,121,,0,0,3.6,prov-2026-08-21,TRUE,transfer,0
1787533152770,kurihara-pilot2,kurihara-pilot2,JQZXHZCDN627,calib,aprime,11,cache,8,aprime|か|fade|calib|full,か,か,TRUE,transfer_visual,fade,calib,,6,FALSE,,FALSE,68,1030,42,5,0.056,linear,600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2,1512x982,FALSE,123,,0,0,3.8,prov-2026-08-23,TRUE,transfer,0
